Geo_Code,Prov_Name,Topic,Untrimmed Characteristic,Characteristic,Note,Total,Male,Female
1,Canada,Detailed other language spoken regularly at home,Gujarati,Gujarati,,25635,12745,12890
1,Canada,Detailed other language spoken regularly at home,Hakka,Hakka,,1490,685,805
1,Canada,Detailed other language spoken regularly at home,Hebrew,Hebrew,,14270,7170,7095
1,Canada,Detailed other language spoken regularly at home,Hindi,Hindi,,55375,28080,27290
1,Canada,Detailed other language spoken regularly at home,Hungarian,Hungarian,,19135,8770,10360
1,Canada,Detailed other language spoken regularly at home,Ilocano,Ilocano,,4880,1895,2990
1,Canada,Detailed other language spoken regularly at home,"Indo-Iranian languages, n.i.e.","Indo-Iranian languages, n.i.e.",,1845,980,870
1,Canada,Detailed other language spoken regularly at home,Italian,Italian,,156885,77220,79665
1,Canada,Detailed other language spoken regularly at home,Japanese,Japanese,,19050,7875,11175
1,Canada,Detailed other language spoken regularly at home,Khmer (Cambodian),Khmer (Cambodian),,5425,2545,2880
1,Canada,Detailed other language spoken regularly at home,Korean,Korean,,22870,10620,12255
1,Canada,Detailed other language spoken regularly at home,Kurdish,Kurdish,,2295,1245,1045
1,Canada,Detailed other language spoken regularly at home,Lao,Lao,,3830,1915,1915
1,Canada,Detailed other language spoken regularly at home,Latvian,Latvian,,1880,760,1125
1,Canada,Detailed other language spoken regularly at home,Lingala,Lingala,,4235,1965,2270
1,Canada,Detailed other language spoken regularly at home,Lithuanian,Lithuanian,,2120,855,1260
1,Canada,Detailed other language spoken regularly at home,Macedonian,Macedonian,,5950,2890,3060
1,Canada,Detailed other language spoken regularly at home,Malay,Malay,,4320,1915,2405
1,Canada,Detailed other language spoken regularly at home,Malayalam,Malayalam,,6110,3085,3020
1,Canada,Detailed other language spoken regularly at home,Maltese,Maltese,,2405,1110,1300
1,Canada,Detailed other language spoken regularly at home,Mandarin,Mandarin,,47785,21575,26205
1,Canada,Detailed other language spoken regularly at home,Marathi,Marathi,,1740,870,875
1,Canada,Detailed other language spoken regularly at home,Nepali,Nepali,,1175,605,565
1,Canada,Detailed other language spoken regularly at home,"Niger-Congo languages, n.i.e.","Niger-Congo languages, n.i.e.",,10610,5245,5365
1,Canada,Detailed other language spoken regularly at home,Norwegian,Norwegian,,1935,885,1050
1,Canada,Detailed other language spoken regularly at home,Oromo,Oromo,,3315,1740,1580
1,Canada,Detailed other language spoken regularly at home,Panjabi (Punjabi),Panjabi (Punjabi),,83180,42490,40695
1,Canada,Detailed other language spoken regularly at home,Pashto,Pashto,,2315,1245,1075
1,Canada,Detailed other language spoken regularly at home,Persian (Farsi),Persian (Farsi),,32275,17085,15190
1,Canada,Detailed other language spoken regularly at home,Polish,Polish,,54580,24580,30005
1,Canada,Detailed other language spoken regularly at home,Portuguese,Portuguese,,77850,37635,40215
1,Canada,Detailed other language spoken regularly at home,Romanian,Romanian,,20800,9715,11085
1,Canada,Detailed other language spoken regularly at home,Rundi (Kirundi),Rundi (Kirundi),,1925,925,1000
1,Canada,Detailed other language spoken regularly at home,Russian,Russian,,38805,17710,21095
1,Canada,Detailed other language spoken regularly at home,Rwanda (Kinyarwanda),Rwanda (Kinyarwanda),,1805,775,1030
1,Canada,Detailed other language spoken regularly at home,"Semitic languages, n.i.e.","Semitic languages, n.i.e.",,3685,1850,1835
1,Canada,Detailed other language spoken regularly at home,Serbian,Serbian,,14890,7460,7425
1,Canada,Detailed other language spoken regularly at home,Serbo-Croatian,Serbo-Croatian,,2565,1255,1315
1,Canada,Detailed other language spoken regularly at home,Shanghainese,Shanghainese,,1045,445,595
1,Canada,Detailed other language spoken regularly at home,"Sign languages, n.i.e.","Sign languages, n.i.e.",,4300,1800,2505
1,Canada,Detailed other language spoken regularly at home,Sindhi,Sindhi,,4935,2285,2645
1,Canada,Detailed other language spoken regularly at home,Sinhala (Sinhalese),Sinhala (Sinhalese),,6060,3030,3030
1,Canada,Detailed other language spoken regularly at home,"Sino-Tibetan languages, n.i.e.","Sino-Tibetan languages, n.i.e.",,465,240,225
1,Canada,Detailed other language spoken regularly at home,"Slavic languages, n.i.e.","Slavic languages, n.i.e.",,970,490,485
1,Canada,Detailed other language spoken regularly at home,Slovak,Slovak,,5150,2240,2910
1,Canada,Detailed other language spoken regularly at home,Slovenian,Slovenian,,3415,1515,1900
1,Canada,Detailed other language spoken regularly at home,Somali,Somali,,9725,4625,5095
1,Canada,Detailed other language spoken regularly at home,Spanish,Spanish,,152210,73850,78365
1,Canada,Detailed other language spoken regularly at home,Swahili,Swahili,,6860,3325,3535
1,Canada,Detailed other language spoken regularly at home,Swedish,Swedish,,3515,1535,1985
1,Canada,Detailed other language spoken regularly at home,"Tagalog (Pilipino, Filipino)","Tagalog (Pilipino, Filipino)",,107960,40085,67870
1,Canada,Detailed other language spoken regularly at home,Taiwanese,Taiwanese,,4065,1915,2145
1,Canada,Detailed other language spoken regularly at home,Tamil,Tamil,,27625,13960,13665
1,Canada,Detailed other language spoken regularly at home,Telugu,Telugu,,2550,1365,1190
1,Canada,Detailed other language spoken regularly at home,Thai,Thai,,3380,1135,2240
1,Canada,Detailed other language spoken regularly at home,Tibetan languages,Tibetan languages,,595,320,280
1,Canada,Detailed other language spoken regularly at home,Tigrigna,Tigrigna,,3330,1640,1690
1,Canada,Detailed other language spoken regularly at home,Turkish,Turkish,,7815,4250,3565
1,Canada,Detailed other language spoken regularly at home,Ukrainian,Ukrainian,,32740,14290,18450
1,Canada,Detailed other language spoken regularly at home,Urdu,Urdu,,45580,23440,22145
1,Canada,Detailed other language spoken regularly at home,Vietnamese,Vietnamese,,32280,15455,16830
1,Canada,Detailed other language spoken regularly at home,Yiddish,Yiddish,,3510,1555,1955
1,Canada,Detailed other language spoken regularly at home,Other languages,Other languages,22,44985,21360,23630
1,Canada,Detailed other language spoken regularly at home,English and French,English and French,,40280,20290,19995
1,Canada,Detailed other language spoken regularly at home,English and non-official language,English and non-official language,,49905,24725,25180
1,Canada,Detailed other language spoken regularly at home,French and non-official language,French and non-official language,,56385,26370,30010
1,Canada,Detailed other language spoken regularly at home,"English, French and non-official language","English, French and non-official language",,1485,755,730
10,Newfoundland and Labrador,Population and dwelling counts,Population in 2011,Population in 2011,1,514536,,
10,Newfoundland and Labrador,Population and dwelling counts,Population in 2006,Population in 2006,1,505469,,
10,Newfoundland and Labrador,Population and dwelling counts,2006 to 2011 population change (%),2006 to 2011 population change (%),,1.8,,
10,Newfoundland and Labrador,Population and dwelling counts,Total private dwellings,Total private dwellings,2,250275,,
10,Newfoundland and Labrador,Population and dwelling counts,Private dwellings occupied by usual residents,Private dwellings occupied by usual residents,3,208842,,
10,Newfoundland and Labrador,Population and dwelling counts,Population density per square kilometre,Population density per square kilometre,,1.4,,
10,Newfoundland and Labrador,Population and dwelling counts,Land area (square km),Land area (square km),,370510.76,,
10,Newfoundland and Labrador,Population by age groups,   0 to 4 years,0 to 4 years,,24495,12620,11875
10,Newfoundland and Labrador,Population by age groups,   5 to 9 years,5 to 9 years,,25105,12845,12260
10,Newfoundland and Labrador,Population by age groups,   10 to 14 years,10 to 14 years,,27035,13795,13235
10,Newfoundland and Labrador,Population by age groups,   15 to 19 years,15 to 19 years,,29590,15175,14410
10,Newfoundland and Labrador,Population by age groups,   20 to 24 years,20 to 24 years,,30050,15075,14975
10,Newfoundland and Labrador,Population by age groups,   25 to 29 years,25 to 29 years,,28305,13605,14705
10,Newfoundland and Labrador,Population by age groups,   30 to 34 years,30 to 34 years,,29275,13840,15435
10,Newfoundland and Labrador,Population by age groups,   35 to 39 years,35 to 39 years,,33375,15895,17480
10,Newfoundland and Labrador,Population by age groups,   40 to 44 years,40 to 44 years,,38015,18385,19630
10,Newfoundland and Labrador,Population by age groups,   45 to 49 years,45 to 49 years,,42225,20545,21680
10,Newfoundland and Labrador,Population by age groups,   50 to 54 years,50 to 54 years,,43185,21075,22110
10,Newfoundland and Labrador,Population by age groups,   55 to 59 years,55 to 59 years,,42645,20950,21695
10,Newfoundland and Labrador,Population by age groups,   60 to 64 years,60 to 64 years,,39135,19235,19895
10,Newfoundland and Labrador,Population by age groups,   65 to 69 years,65 to 69 years,,28740,14100,14645
10,Newfoundland and Labrador,Population by age groups,   70 to 74 years,70 to 74 years,,20115,9775,10340
10,Newfoundland and Labrador,Population by age groups,   75 to 79 years,75 to 79 years,,14620,6750,7875
10,Newfoundland and Labrador,Population by age groups,   80 to 84 years,80 to 84 years,,10075,4110,5965
10,Newfoundland and Labrador,Population by age groups,   85 years and over,85 years and over,,8560,2800,5755
10,Newfoundland and Labrador,Marital status,      Married (and not separated),Married (and not separated),,231745,115840,115905
10,Newfoundland and Labrador,Marital status,      Living common law,Living common law,,41295,20605,20690
10,Newfoundland and Labrador,Marital status,      Single (never legally married),Single (never legally married),,107375,56945,50425
10,Newfoundland and Labrador,Marital status,      Separated,Separated,,8705,3755,4950
10,Newfoundland and Labrador,Marital status,      Divorced,Divorced,,19855,8545,11315
10,Newfoundland and Labrador,Marital status,      Widowed,Widowed,,28935,5620,23315
10,Newfoundland and Labrador,Number of census families in private households,   Size of census family: 2 persons,Size of census family: 2 persons,,86350,,
10,Newfoundland and Labrador,Number of census families in private households,   Size of census family: 3 persons,Size of census family: 3 persons,,38165,,
10,Newfoundland and Labrador,Number of census families in private households,   Size of census family: 4 persons,Size of census family: 4 persons,,27805,,
10,Newfoundland and Labrador,Number of census families in private households,   Size of census family: 5 or more persons,Size of census family: 5 or more persons,,7060,,
10,Newfoundland and Labrador,Family characteristics by type,      Married couples,Married couples,,114335,,
10,Newfoundland and Labrador,Number of children at home in married coupled family,         Without children at home,Without children at home,,59155,,
10,Newfoundland and Labrador,Number of children at home in married coupled family,         With children at home,With children at home,,55185,,
10,Newfoundland and Labrador,Number of children at home in married coupled family,            1 child,1 child,,26450,,
10,Newfoundland and Labrador,Number of children at home in married coupled family,            2 children,2 children,,23065,,
10,Newfoundland and Labrador,Number of children at home in married coupled family,            3 or more children,3 or more children,,5665,,
10,Newfoundland and Labrador,Family characteristics by type,      Common-law couples,Common-law couples,,20630,,
10,Newfoundland and Labrador,Number of children at home in common-law coupled family,         Without children at home,Without children at home,,11335,,
10,Newfoundland and Labrador,Number of children at home in common-law coupled family,         With children at home,With children at home,,9290,,
10,Newfoundland and Labrador,Number of children at home in common-law coupled family,            1 child,1 child,,5090,,
10,Newfoundland and Labrador,Number of children at home in common-law coupled family,            2 children,2 children,,3150,,
10,Newfoundland and Labrador,Number of children at home in common-law coupled family,            3 or more children,3 or more children,,1050,,
10,Newfoundland and Labrador,Family characteristics by type,      Female parent,Female parent,,19725,,
10,Newfoundland and Labrador,Number of children at home with female-parent family,         1 child,1 child,,12530,,
10,Newfoundland and Labrador,Number of children at home with female-parent family,         2 children,2 children,,5510,,
10,Newfoundland and Labrador,Number of children at home with female-parent family,         3 or more children,3 or more children,,1680,,
10,Newfoundland and Labrador,Family characteristics by type,      Male parent,Male parent,,4700,,
10,Newfoundland and Labrador,Number of children at home with male-parent family,         1 child,1 child,,3330,,
10,Newfoundland and Labrador,Number of children at home with male-parent family,         2 children,2 children,,1110,,
10,Newfoundland and Labrador,Number of children at home with male-parent family,         3 or more children,3 or more children,,255,,
10,Newfoundland and Labrador,Family charactersitics by child age,   Under six years of age,Under six years of age,,29120,,
10,Newfoundland and Labrador,Family charactersitics by child age,   6 to 14 years,6 to 14 years,,46815,,
10,Newfoundland and Labrador,Family charactersitics by child age,   15 to 17 years,15 to 17 years,,17015,,
10,Newfoundland and Labrador,Family charactersitics by child age,   18 to 24 years,18 to 24 years,,28545,,
10,Newfoundland and Labrador,Family charactersitics by child age,   25 years and over,25 years and over,,19455,,
10,Newfoundland and Labrador,Household and dwelling characteristics,      Living with relatives,Living with relatives,9,10735,4405,6330
10,Newfoundland and Labrador,Household and dwelling characteristics,      Living with non-relatives only,Living with non-relatives only,,14910,8225,6685
10,Newfoundland and Labrador,Household and dwelling characteristics,      Living alone,Living alone,,46325,19500,26830
